,flux,unix_time
816,23.0,1651834442.2583363
817,23.0,1651834442.3605654
818,23.0,1651834442.462906
819,23.0,1651834442.561298
820,23.0,1651834442.66375
821,23.0,1651834442.7659562
822,23.0,1651834442.8644016
823,23.0,1651834442.9667635
824,23.0,1651834443.069105
825,23.0,1651834443.1674552
826,23.0,1651834443.2699573
827,23.0,1651834443.3682475
828,23.0,1651834443.470557
829,23.0,1651834443.5729182
830,23.0,1651834443.671128
831,23.0,1651834443.7736294
832,23.0,1651834443.8759713
833,23.0,1651834443.9743834
834,23.0,1651834458.6507626
835,23.0,1651834458.6639178
836,23.0,1651834458.6861327
837,23.0,1651834458.7019186
838,23.0,1651834458.7160182
839,23.0,1651834458.7286851
840,23.0,1651834458.7405317
841,23.0,1651834458.7519472
842,23.0,1651834458.7637131
843,23.0,1651834458.771887
844,23.0,1651834458.7791064
845,23.0,1651834458.787243
846,23.0,1651834458.7945282
847,23.0,1651834458.8023093
848,23.0,1651834458.8093436
849,23.0,1651834458.817116
850,23.0,1651834458.8239489
851,23.0,1651834458.8307548
852,23.0,1651834458.838345
853,23.0,1651834458.8455505
854,23.0,1651834458.8531835
855,23.0,1651834458.8612502
856,23.0,1651834458.8681672
857,23.0,1651834458.8742533
858,23.0,1651834458.8805566
859,23.0,1651834458.8875084
860,23.0,1651834458.8939312
861,23.0,1651834458.9004836
862,23.0,1651834458.9066072
863,23.0,1651834458.9126885
864,23.0,1651834458.9192886
865,23.0,1651834458.9253674
866,23.0,1651834458.9321668
867,23.0,1651834458.9384606
868,23.0,1651834458.9448192
869,23.0,1651834458.951454
870,23.0,1651834458.9577637
871,23.0,1651834458.9638672
872,23.0,1651834458.970971
873,23.0,1651834458.9772503
874,23.0,1651834458.983731
875,23.0,1651834458.9900615
876,23.0,1651834458.9961195
877,23.0,1651834459.0029278
878,23.0,1651834459.0094805
879,23.0,1651834459.0160792
880,23.0,1651834459.0222929
881,23.0,1651834459.028674
882,23.0,1651834459.0349164
883,23.0,1651834459.0410018
884,23.0,1651834459.0471427
885,23.0,1651834459.0538542
886,23.0,1651834459.05996
887,23.0,1651834459.0661778
888,23.0,1651834459.0721974
889,23.0,1651834459.0782936
890,23.0,1651834459.084606
891,23.0,1651834459.0907667
892,23.0,1651834459.0970063
893,23.0,1651834459.1037169
894,23.0,1651834459.1100345
895,23.0,1651834459.118433
896,23.0,1651834459.1245527
897,23.0,1651834459.1308632
898,23.0,1651834459.1375728
899,23.0,1651834459.143878
900,23.0,1651834459.150333
901,23.0,1651834459.1566036
902,23.0,1651834459.1627097
903,23.0,1651834459.1692421
904,23.0,1651834459.1755004
905,23.0,1651834459.183087
906,23.0,1651834459.189511
907,23.0,1651834459.1965244
908,23.0,1651834459.204376
909,23.0,1651834459.2107441
910,23.0,1651834459.2182555
911,23.0,1651834459.2246845
912,23.0,1651834459.2328985
913,23.0,1651834459.241596
914,23.0,1651834459.2492805
915,23.0,1651834459.2568567
916,23.0,1651834459.2630062
917,23.0,1651834459.2699208
918,23.0,1651834459.276271
919,23.0,1651834459.2828798
920,23.0,1651834459.289162
